name,street,city,state,postalCode,property_type,url,corrected_price,beds,bath,new_floor_size,listed_days,ppsf
"2248 Los Padres Blvd #3, Santa Clara, CA 95050",2248 Los Padres Blvd #3,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/2248-Los-Padres-Blvd-3-Santa-Clara-CA-95050/2078874467_zpid/,2550.0,2,1,742.0,96.0,3.4366576819407006
"852 N Winchester Blvd, Santa Clara, CA 95050",852 N Winchester Blvd,Santa Clara,CA,95050,Townhouse for rent,https://www.zillow.com/homedetails/852-N-Winchester-Blvd-Santa-Clara-CA-95050/153249440_zpid/,2995.0,2,2,1100.0,97.0,2.7227272727272727
"470 California St Apt 8, Santa Clara, CA 95050",470 California St APT 8,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/470-California-St-APT-8-Santa-Clara-CA-95050/2119153429_zpid/,1795.0,1,1,600.0,97.0,2.9916666666666667
"1720 Halford Ave Apt 325, Santa Clara, CA 95051",1720 Halford Ave APT 325,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/1720-Halford-Ave-APT-325-Santa-Clara-CA-95051/19551065_zpid/,1800.0,1,1,678.0,98.0,2.6548672566371683
"1896 Market St Apt 8, Santa Clara, CA 95050",1896 Market St APT 8,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/1896-Market-St-APT-8-Santa-Clara-CA-95050/2089442706_zpid/,2025.0,2,1,925.0,98.0,2.189189189189189
"1505 Fremont St, Santa Clara, CA 95050",1505 Fremont St,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/1505-Fremont-St-Santa-Clara-CA-95050/2108928295_zpid/,2200.0,1,1,680.0,99.0,3.235294117647059
"2727 Mauricia Ave #a, Santa Clara, CA 95051",2727 Mauricia Ave #A,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/2727-Mauricia-Ave-A-Santa-Clara-CA-95051/19600537_zpid/,2700.0,2,2,1067.0,101.0,2.5304592314901595
"(Undisclosed Address), Santa Clara, CA 95054",(undisclosed Address),Santa Clara,CA,95054,Apartment for rent,https://www.zillow.com/homedetails/Santa-Clara-CA-95054/2079022790_zpid/,2350.0,2,1,1000.0,107.0,2.35
"(Undisclosed Address), Santa Clara, CA 95051",(undisclosed Address),Santa Clara,CA,95051,House for rent,https://www.zillow.com/homedetails/Santa-Clara-CA-95051/2091973242_zpid/,4850.0,4,2,1600.0,114.0,3.03125
"4393 Laird Cir, Santa Clara, CA 95054",4393 Laird Cir,Santa Clara,CA,95054,House for rent,https://www.zillow.com/homedetails/4393-Laird-Cir-Santa-Clara-CA-95054/64775554_zpid/,4250.0,3,3,1590.0,115.0,2.6729559748427674
"988 Kiely Blvd Unit G, Santa Clara, CA 95051",988 Kiely Blvd UNIT G,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/988-Kiely-Blvd-UNIT-G-Santa-Clara-CA-95051/19596877_zpid/,1900.0,1,1,440.0,116.0,4.318181818181818
"2287 Pasetta Dr #3, Santa Clara, CA 95050",2287 Pasetta Dr #3,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/2287-Pasetta-Dr-3-Santa-Clara-CA-95050/2079396281_zpid/,2450.0,2,1,750.0,130.0,3.2666666666666666
"2810-4 Malabar Ave, Santa Clara, CA 95051",2810-4 Malabar Ave,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/2810-4-Malabar-Ave-Santa-Clara-CA-95051/2079672576_zpid/,2500.0,2,1,750.0,134.0,3.3333333333333335
"3132 Mckinley Dr, Santa Clara, CA 95051",3132 Mckinley Dr,Santa Clara,CA,95051,House for rent,https://www.zillow.com/homedetails/3132-Mckinley-Dr-Santa-Clara-CA-95051/19602177_zpid/,4150.0,3,2,1365.0,146.0,3.04029304029304
"620 Park View Dr #211, Santa Clara, CA 95054",620 Park View Dr #211,Santa Clara,CA,95054,Apartment for rent,https://www.zillow.com/homedetails/620-Park-View-Dr-211-Santa-Clara-CA-95054/2080651042_zpid/,3290.0,1,1,700.0,210.0,4.7
"1750 Halford Ave, Santa Clara, CA 95051",1750 Halford Ave,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/1750-Halford-Ave-Santa-Clara-CA-95051/2113733456_zpid/,2500.0,2,2,1000.0,40.0,2.5
"3818 Melody Ln, Santa Clara, CA 95051",3818 Melody Ln,Santa Clara,CA,95051,House for rent,https://www.zillow.com/homedetails/3818-Melody-Ln-Santa-Clara-CA-95051/19618405_zpid/,3500.0,4,2,1430.0,41.0,2.4475524475524475
"4142 Davis St, Santa Clara, CA 95054",4142 Davis St,Santa Clara,CA,95054,Apartment for rent,https://www.zillow.com/homedetails/4142-Davis-St-Santa-Clara-CA-95054/19490547_zpid/,3400.0,3,2,1240.0,41.0,2.7419354838709675
"4506 Billings Cir, Santa Clara, CA 95054",4506 Billings Cir,Santa Clara,CA,95054,Townhouse for rent,https://www.zillow.com/homedetails/4506-Billings-Cir-Santa-Clara-CA-95054/69300401_zpid/,5950.0,3,5,1716.0,41.0,3.4673659673659674
"854 Apollo Pl, Santa Clara, CA 95051",854 Apollo Pl,Santa Clara,CA,95051,Townhouse for rent,https://www.zillow.com/homedetails/854-Apollo-Pl-Santa-Clara-CA-95051/166730760_zpid/,3900.0,3,5,1600.0,41.0,2.4375
"(Undisclosed Address), Santa Clara, CA 95054",(undisclosed Address),Santa Clara,CA,95054,Apartment for rent,https://www.zillow.com/homedetails/Santa-Clara-CA-95054/2078111034_zpid/,4150.0,3,5,1736.0,42.0,2.390552995391705
"1809 Silva Pl, Santa Clara, CA 95054",1809 Silva Pl,Santa Clara,CA,95054,Townhouse for rent,https://www.zillow.com/homedetails/1809-Silva-Pl-Santa-Clara-CA-95054/69300306_zpid/,3600.0,3,5,1646.0,42.0,2.187120291616039
"1760 Halford Ave Unit 157, Santa Clara, CA 95051",1760 Halford Ave UNIT 157,Santa Clara,CA,95051,Condo for rent,https://www.zillow.com/homedetails/1760-Halford-Ave-UNIT-157-Santa-Clara-CA-95051/19551148_zpid/,2600.0,2,2,983.0,42.0,2.644964394710071
"944 Kiely Blvd Unit F, Santa Clara, CA 95051",944 Kiely Blvd UNIT F,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/944-Kiely-Blvd-UNIT-F-Santa-Clara-CA-95051/19597263_zpid/,1600.0,1,1,440.0,42.0,3.6363636363636362
"3775 Miramar Way #2, Santa Clara, CA 95051",3775 Miramar Way #2,Santa Clara,CA,95051,Townhouse for rent,https://www.zillow.com/homedetails/3775-Miramar-Way-2-Santa-Clara-CA-95051/2078122706_zpid/,2600.0,2,1,900.0,42.0,2.888888888888889
"4252 Atlantic Ct, Santa Clara, CA 95054",4252 Atlantic Ct,Santa Clara,CA,95054,Townhouse for rent,https://www.zillow.com/homedetails/4252-Atlantic-Ct-Santa-Clara-CA-95054/19491400_zpid/,3580.0,3,5,1564.0,45.0,2.289002557544757
"851 Clyde Ave, Santa Clara, CA 95054",851 Clyde Ave,Santa Clara,CA,95054,House for rent,https://www.zillow.com/homedetails/851-Clyde-Ave-Santa-Clara-CA-95054/19488001_zpid/,4300.0,4,3,1700.0,46.0,2.5294117647058822
"2525 El Camino Real, Santa Clara, CA 95051",2525 El Camino Real,Santa Clara,CA,95051,Townhouse for rent,https://www.zillow.com/homedetails/2525-El-Camino-Real-Santa-Clara-CA-95051/2116751782_zpid/,1950.0,1,1,560.0,46.0,3.482142857142857
"1125 Lewis St, Santa Clara, CA 95050",1125 Lewis St,Santa Clara,CA,95050,House for rent,https://www.zillow.com/homedetails/1125-Lewis-St-Santa-Clara-CA-95050/19579445_zpid/,2700.0,1,1,700.0,47.0,3.857142857142857
"3529 Clinton Ave, Santa Clara, CA 95051",3529 Clinton Ave,Santa Clara,CA,95051,House for rent,https://www.zillow.com/homedetails/3529-Clinton-Ave-Santa-Clara-CA-95051/19601268_zpid/,3700.0,3,2,1056.0,47.0,3.503787878787879
"3671 Peacock Ct Apt 8, Santa Clara, CA 95051",3671 Peacock Ct APT 8,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/3671-Peacock-Ct-APT-8-Santa-Clara-CA-95051/2078176560_zpid/,2000.0,2,1,900.0,47.0,2.2222222222222223
"2020 Benton St #4, Santa Clara, CA 95050",2020 Benton St #4,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/2020-Benton-St-4-Santa-Clara-CA-95050/2078190709_zpid/,1792.0,1,1,580.0,48.0,3.089655172413793
"2201 Duvall Ct, Santa Clara, CA 95054",2201 Duvall Ct,Santa Clara,CA,95054,House for rent,https://www.zillow.com/homedetails/2201-Duvall-Ct-Santa-Clara-CA-95054/19492149_zpid/,3695.0,3,5,1667.0,49.0,2.2165566886622674
"2165 Monterey Ave, Santa Clara, CA 95051",2165 Monterey Ave,Santa Clara,CA,95051,House for rent,https://www.zillow.com/homedetails/2165-Monterey-Ave-Santa-Clara-CA-95051/19555187_zpid/,3600.0,3,2,1478.0,49.0,2.435723951285521
"1400 White Dr, Santa Clara, CA 95051",1400 White Dr,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/1400-White-Dr-Santa-Clara-CA-95051/300475083_zpid/,2050.0,1,1,650.0,50.0,3.1538461538461537
"2379 Fordham Dr, Santa Clara, CA 95051",2379 Fordham Dr,Santa Clara,CA,95051,House for rent,https://www.zillow.com/homedetails/2379-Fordham-Dr-Santa-Clara-CA-95051/19554927_zpid/,4000.0,4,2,1850.0,51.0,2.1621621621621623
"2464 Poett Ln, Santa Clara, CA 95051",2464 Poett Ln,Santa Clara,CA,95051,Townhouse for rent,https://www.zillow.com/homedetails/2464-Poett-Ln-Santa-Clara-CA-95051/19553417_zpid/,2950.0,2,1,904.0,53.0,3.2632743362831858
"940 Kiely Blvd Unit F, Santa Clara, CA 95051",940 Kiely Blvd UNIT F,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/940-Kiely-Blvd-UNIT-F-Santa-Clara-CA-95051/19597279_zpid/,2100.0,2,1,900.0,54.0,2.3333333333333335
"2497 Anna Dr Apt 11, Santa Clara, CA 95050",2497 Anna Dr APT 11,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/2497-Anna-Dr-APT-11-Santa-Clara-CA-95050/2078283897_zpid/,1695.0,1,1,700.0,55.0,2.4214285714285713
"2384 Augusta Pl, Santa Clara, CA 95051",2384 Augusta Pl,Santa Clara,CA,95051,House for rent,https://www.zillow.com/homedetails/2384-Augusta-Pl-Santa-Clara-CA-95051/19552479_zpid/,3500.0,3,2,1034.0,56.0,3.3849129593810443
"2960 Homestead Rd Apt 3, Santa Clara, CA 95051",2960 Homestead Rd APT 3,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/2960-Homestead-Rd-APT-3-Santa-Clara-CA-95051/2081504355_zpid/,1950.0,1,1,550.0,60.0,3.5454545454545454
"1883 Agnew Rd Unit 113, Santa Clara, CA 95054",1883 Agnew Rd UNIT 113,Santa Clara,CA,95054,Apartment for rent,https://www.zillow.com/homedetails/1883-Agnew-Rd-UNIT-113-Santa-Clara-CA-95054/79842039_zpid/,2649.0,2,2,1152.0,60.0,2.2994791666666665
"980 Kiely Blvd Unit 321, Santa Clara, CA 95051",980 Kiely Blvd UNIT 321,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/980-Kiely-Blvd-UNIT-321-Santa-Clara-CA-95051/19597223_zpid/,1945.0,1,1,622.0,62.0,3.127009646302251
"1368 El Camino Real Suite 202, Santa Clara, CA 95050",1368 El Camino Real SUITE 202,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/1368-El-Camino-Real-SUITE-202-Santa-Clara-CA-95050/250642038_zpid/,3200.0,2,2,1037.0,63.0,3.085824493731919
"2371 Sutter Ave #10, Santa Clara, CA 95050",2371 Sutter Ave #10,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/2371-Sutter-Ave-10-Santa-Clara-CA-95050/2078406679_zpid/,2195.0,2,1,1424.4089219330856,64.0,1.5409900669683634
"3702 Europe Ct, Santa Clara, CA 95051",3702 Europe Ct,Santa Clara,CA,95051,Townhouse for rent,https://www.zillow.com/homedetails/3702-Europe-Ct-Santa-Clara-CA-95051/19618081_zpid/,4000.0,3,5,1843.0,64.0,2.1703743895822027
"1540 Avina Cir Unit 5, Santa Clara, CA 95054",1540 Avina Cir UNIT 5,Santa Clara,CA,95054,Townhouse for rent,https://www.zillow.com/homedetails/1540-Avina-Cir-UNIT-5-Santa-Clara-CA-95054/94701327_zpid/,3700.0,3,3,1645.0,64.0,2.2492401215805473
"4214 Marston Ln, Santa Clara, CA 95054",4214 Marston Ln,Santa Clara,CA,95054,House for rent,https://www.zillow.com/homedetails/4214-Marston-Ln-Santa-Clara-CA-95054/59425583_zpid/,4600.0,4,5,2083.0,65.0,2.2083533365338455
"1620 Newhall St, Santa Clara, CA 95050",1620 Newhall St,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/1620-Newhall-St-Santa-Clara-CA-95050/153251216_zpid/,3000.0,2,1,750.0,65.0,4.0
"990 Kiely Blvd, Santa Clara, CA 95051",990 Kiely Blvd,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/990-Kiely-Blvd-Santa-Clara-CA-95051/2078517867_zpid/,1950.0,1,1,440.0,66.0,4.431818181818182
"(Undisclosed Address), Santa Clara, CA 95054",(undisclosed Address),Santa Clara,CA,95054,Apartment for rent,https://www.zillow.com/homedetails/Santa-Clara-CA-95054/2079669475_zpid/,3500.0,1,1,908.0,1.0,3.854625550660793
"41 Linden Dr, Santa Clara, CA 95050",41 Linden Dr,Santa Clara,CA,95050,House for rent,https://www.zillow.com/homedetails/41-Linden-Dr-Santa-Clara-CA-95050/19581269_zpid/,3400.0,3,2,1092.0,1.0,3.1135531135531136
"1031 Clyde Ave Apt 203, Santa Clara, CA 95054",1031 Clyde Ave APT 203,Santa Clara,CA,95054,Apartment for rent,https://www.zillow.com/homedetails/1031-Clyde-Ave-APT-203-Santa-Clara-CA-95054/19488765_zpid/,2950.0,2,5,1300.0,1.0,2.269230769230769
"3056 Orthello Way, Santa Clara, CA 95051",3056 Orthello Way,Santa Clara,CA,95051,House for rent,https://www.zillow.com/homedetails/3056-Orthello-Way-Santa-Clara-CA-95051/19595015_zpid/,3495.0,4,1,1890.0,1.0,1.8492063492063493
"151 Buckingham Dr Unit 241, Santa Clara, CA 95051",151 Buckingham Dr UNIT 241,Santa Clara,CA,95051,Condo for rent,https://www.zillow.com/homedetails/151-Buckingham-Dr-UNIT-241-Santa-Clara-CA-95051/19601226_zpid/,2350.0,1,1,862.0,1.0,2.726218097447796
"3710 Haig St #4, Santa Clara, CA 95054",3710 Haig St #4,Santa Clara,CA,95054,Apartment for rent,https://www.zillow.com/homedetails/3710-Haig-St-4-Santa-Clara-CA-95054/2077602149_zpid/,2195.0,2,1,750.0,1.0,2.9266666666666667
"1958 Hillebrant Pl, Santa Clara, CA 95050",1958 Hillebrant Pl,Santa Clara,CA,95050,Townhouse for rent,https://www.zillow.com/homedetails/1958-Hillebrant-Pl-Santa-Clara-CA-95050/94702427_zpid/,3950.0,3,5,1560.0,1.0,2.532051282051282
"1955 Murguia Ave, Santa Clara, CA 95050",1955 Murguia Ave,Santa Clara,CA,95050,House for rent,https://www.zillow.com/homedetails/1955-Murguia-Ave-Santa-Clara-CA-95050/19580355_zpid/,3500.0,3,1,1575.0,1.0,2.2222222222222223
"19 Roxbury St #4, Santa Clara, CA 95050",19 Roxbury St #4,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/19-Roxbury-St-4-Santa-Clara-CA-95050/2077608473_zpid/,2145.0,2,1,830.0,1.0,2.5843373493975905
"2127 Monroe St Apt 3, Santa Clara, CA 95050",2127 Monroe St APT 3,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/2127-Monroe-St-APT-3-Santa-Clara-CA-95050/2077609527_zpid/,2500.0,2,1,850.0,1.0,2.9411764705882355
"(Undisclosed Address), Santa Clara, CA 95051",(undisclosed Address),Santa Clara,CA,95051,House for rent,https://www.zillow.com/homedetails/Santa-Clara-CA-95051/2086843394_zpid/,4100.0,3,2,1274.0,2.0,3.218210361067504
"2729 Mauricia Ave #a, Santa Clara, CA 95051",2729 Mauricia Ave #A,Santa Clara,CA,95051,Condo for rent,https://www.zillow.com/homedetails/2729-Mauricia-Ave-A-Santa-Clara-CA-95051/19600536_zpid/,2700.0,2,2,1067.0,2.0,2.5304592314901595
"1883 Agnew Rd Unit 255, Santa Clara, CA 95054",1883 Agnew Rd UNIT 255,Santa Clara,CA,95054,Condo for rent,https://www.zillow.com/homedetails/1883-Agnew-Rd-UNIT-255-Santa-Clara-CA-95054/79847579_zpid/,3500.0,3,2,1361.0,2.0,2.571638501102131
"3705 Terstena Pl Apt 106, Santa Clara, CA 95051",3705 Terstena Pl APT 106,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/3705-Terstena-Pl-APT-106-Santa-Clara-CA-95051/19550840_zpid/,3500.0,3,2,1752.0,2.0,1.9977168949771689
"2250 Monroe St Apt 325, Santa Clara, CA 95050",2250 Monroe St APT 325,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/2250-Monroe-St-APT-325-Santa-Clara-CA-95050/64780030_zpid/,2000.0,1,1,743.0,2.0,2.6917900403768504
"2438 Loma Vista Ln, Santa Clara, CA 95051",2438 Loma Vista Ln,Santa Clara,CA,95051,Townhouse for rent,https://www.zillow.com/homedetails/2438-Loma-Vista-Ln-Santa-Clara-CA-95051/19553281_zpid/,2900.0,2,5,1197.0,2.0,2.4227234753550544
"2414 Ruth Cabral Way, Santa Clara, CA 95050",2414 Ruth Cabral Way,Santa Clara,CA,95050,House for rent,https://www.zillow.com/homedetails/2414-Ruth-Cabral-Way-Santa-Clara-CA-95050/19595172_zpid/,4200.0,3,5,1768.0,3.0,2.3755656108597285
"846 Fremont St Apt 101, Santa Clara, CA 95050",846 Fremont St APT 101,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/846-Fremont-St-APT-101-Santa-Clara-CA-95050/2083867204_zpid/,2295.0,2,1,1424.4089219330856,3.0,1.6111946258279701
"2820 Malabar Ave Apt 2, Santa Clara, CA 95051",2820 Malabar Ave APT 2,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/2820-Malabar-Ave-APT-2-Santa-Clara-CA-95051/2083055061_zpid/,2050.0,1,1,650.0,3.0,3.1538461538461537
"820 Christopher Ct, Santa Clara, CA 95051",820 Christopher Ct,Santa Clara,CA,95051,House for rent,https://www.zillow.com/homedetails/820-Christopher-Ct-Santa-Clara-CA-95051/19595397_zpid/,3995.0,3,2,1950.0,3.0,2.0487179487179485
"2250 Monroe St Apt 144, Santa Clara, CA 95050",2250 Monroe St APT 144,Santa Clara,CA,95050,Condo for rent,https://www.zillow.com/homedetails/2250-Monroe-St-APT-144-Santa-Clara-CA-95050/64891658_zpid/,2150.0,1,1,716.0,3.0,3.0027932960893855
"2120 Town And Country Ln, Santa Clara, CA 95050",2120 Town And Country Ln,Santa Clara,CA,95050,House for rent,https://www.zillow.com/homedetails/2120-Town-And-Country-Ln-Santa-Clara-CA-95050/19606956_zpid/,3300.0,3,2,1296.0,3.0,2.5462962962962963
"151 Buckingham Dr Unit 293, Santa Clara, CA 95051",151 Buckingham Dr UNIT 293,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/151-Buckingham-Dr-UNIT-293-Santa-Clara-CA-95051/19601024_zpid/,3495.0,2,2,1260.0,3.0,2.7738095238095237
"875 Bing Dr Apt 3, Santa Clara, CA 95051",875 Bing Dr APT 3,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/875-Bing-Dr-APT-3-Santa-Clara-CA-95051/2077624635_zpid/,2400.0,2,1,783.0,3.0,3.0651340996168583
"2409 Karen Dr #2, Santa Clara, CA 95050",2409 Karen Dr #2,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/2409-Karen-Dr-2-Santa-Clara-CA-95050/2078556654_zpid/,2100.0,1,1,1424.4089219330856,4.0,1.4742957360517372
"3232 El Sobrante St, Santa Clara, CA 95051",3232 El Sobrante St,Santa Clara,CA,95051,House for rent,https://www.zillow.com/homedetails/3232-El-Sobrante-St-Santa-Clara-CA-95051/19595142_zpid/,1800.0,1,1,650.0,4.0,2.769230769230769
"2731 Mauricia Ave #a, Santa Clara, CA 95051",2731 Mauricia Ave #A,Santa Clara,CA,95051,Condo for rent,https://www.zillow.com/homedetails/2731-Mauricia-Ave-A-Santa-Clara-CA-95051/19600535_zpid/,2700.0,2,2,1067.0,4.0,2.5304592314901595
"1472 Rosalie Dr, Santa Clara, CA 95050",1472 Rosalie Dr,Santa Clara,CA,95050,House for rent,https://www.zillow.com/homedetails/1472-Rosalie-Dr-Santa-Clara-CA-95050/19594244_zpid/,4700.0,3,2,1430.0,4.0,3.2867132867132867
"1883 Agnew Rd Unit 423, Santa Clara, CA 95054",1883 Agnew Rd UNIT 423,Santa Clara,CA,95054,Apartment for rent,https://www.zillow.com/homedetails/1883-Agnew-Rd-UNIT-423-Santa-Clara-CA-95054/79842566_zpid/,3600.0,3,2,1361.0,4.0,2.645113886847906
"3820 Peebles Pl, Santa Clara, CA 95051",3820 Peebles Pl,Santa Clara,CA,95051,Townhouse for rent,https://www.zillow.com/homedetails/3820-Peebles-Pl-Santa-Clara-CA-95051/69301599_zpid/,3950.0,3,5,1600.0,4.0,2.46875
"2015 Canary Island Ct, Santa Clara, CA 95050",2015 Canary Island Ct,Santa Clara,CA,95050,Townhouse for rent,https://www.zillow.com/homedetails/2015-Canary-Island-Ct-Santa-Clara-CA-95050/19557769_zpid/,3700.0,3,5,1708.0,4.0,2.1662763466042154
"3270 Cabrillo Ave Floor 2, Santa Clara, CA 95051",3270 Cabrillo Ave FLOOR 2,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/3270-Cabrillo-Ave-FLOOR-2-Santa-Clara-CA-95051/2080185628_zpid/,2275.0,2,1,1050.0,4.0,2.1666666666666665
"1907 Bellomy St, Santa Clara, CA 95050",1907 Bellomy St,Santa Clara,CA,95050,House for rent,https://www.zillow.com/homedetails/1907-Bellomy-St-Santa-Clara-CA-95050/153249916_zpid/,2450.0,1,1,650.0,4.0,3.769230769230769
"2020 Town And Country Ln, Santa Clara, CA 95050",2020 Town And Country Ln,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/2020-Town-And-Country-Ln-Santa-Clara-CA-95050/2077645669_zpid/,2900.0,2,5,950.0,5.0,3.0526315789473686
"1400 Bowe Ave Apt 1209, Santa Clara, CA 95051",1400 Bowe Ave APT 1209,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/1400-Bowe-Ave-APT-1209-Santa-Clara-CA-95051/19597401_zpid/,2780.0,2,2,1062.0,5.0,2.6177024482109226
"165 Rodonovan Dr, Santa Clara, CA 95051",165 Rodonovan Dr,Santa Clara,CA,95051,House for rent,https://www.zillow.com/homedetails/165-Rodonovan-Dr-Santa-Clara-CA-95051/19601999_zpid/,4195.0,3,3,1800.0,5.0,2.3305555555555557
"561 Saratoga Ave Apt 10, Santa Clara, CA 95050",561 Saratoga Ave APT 10,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/561-Saratoga-Ave-APT-10-Santa-Clara-CA-95050/2086870899_zpid/,1950.0,1,1,700.0,5.0,2.7857142857142856
"2250 Monroe St Apt 354, Santa Clara, CA 95050",2250 Monroe St APT 354,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/2250-Monroe-St-APT-354-Santa-Clara-CA-95050/64590229_zpid/,2300.0,1,1,716.0,5.0,3.212290502793296
"450 Harvard Ave Apt 1p, Santa Clara, CA 95051",450 Harvard Ave APT 1P,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/450-Harvard-Ave-APT-1P-Santa-Clara-CA-95051/2083562381_zpid/,1995.0,1,1,700.0,5.0,2.85
"2601 Cortez Dr Unit 2104, Santa Clara, CA 95051",2601 Cortez Dr UNIT 2104,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/2601-Cortez-Dr-UNIT-2104-Santa-Clara-CA-95051/79845319_zpid/,2850.0,3,2,1005.0,5.0,2.8358208955223883
"1883 Agnew Rd Unit 238, Santa Clara, CA 95054",1883 Agnew Rd UNIT 238,Santa Clara,CA,95054,Apartment for rent,https://www.zillow.com/homedetails/1883-Agnew-Rd-UNIT-238-Santa-Clara-CA-95054/82955353_zpid/,2950.0,2,2,1070.0,5.0,2.7570093457943927
"2809 Forbes Ave, Santa Clara, CA 95051",2809 Forbes Ave,Santa Clara,CA,95051,House for rent,https://www.zillow.com/homedetails/2809-Forbes-Ave-Santa-Clara-CA-95051/19598913_zpid/,3900.0,3,2,1254.0,5.0,3.110047846889952
"4256 Marston Ln, Santa Clara, CA 95054",4256 Marston Ln,Santa Clara,CA,95054,House for rent,https://www.zillow.com/homedetails/4256-Marston-Ln-Santa-Clara-CA-95054/59682435_zpid/,4995.0,4,4,2128.0,5.0,2.3472744360902253
"1971 Santa Rosa Ct, Santa Clara, CA 95051",1971 Santa Rosa Ct,Santa Clara,CA,95051,House for rent,https://www.zillow.com/homedetails/1971-Santa-Rosa-Ct-Santa-Clara-CA-95051/19554259_zpid/,3900.0,3,2,1250.0,5.0,3.12
"1962 Bellomy St, Santa Clara, CA 95050",1962 Bellomy St,Santa Clara,CA,95050,Apartment for rent,https://www.zillow.com/homedetails/1962-Bellomy-St-Santa-Clara-CA-95050/2078948091_zpid/,3200.0,3,2,1424.4089219330856,5.0,2.2465458835074092
"833 Agnew Rd, Santa Clara, CA 95054",833 Agnew Rd,Santa Clara,CA,95054,Townhouse for rent,https://www.zillow.com/homedetails/833-Agnew-Rd-Santa-Clara-CA-95054/61278731_zpid/,3595.0,2,5,1616.0,5.0,2.224628712871287
"3310 Cabrillo Ave Apt 2, Santa Clara, CA 95051",3310 Cabrillo Ave APT 2,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/3310-Cabrillo-Ave-APT-2-Santa-Clara-CA-95051/2088977056_zpid/,2550.0,2,1,1424.4089219330856,5.0,1.7902162509199666
"2395 Stanford Pl, Santa Clara, CA 95051",2395 Stanford Pl,Santa Clara,CA,95051,House for rent,https://www.zillow.com/homedetails/2395-Stanford-Pl-Santa-Clara-CA-95051/19554950_zpid/,3495.0,3,2,1328.0,5.0,2.631777108433735
"2857 Ponderosa Way, Santa Clara, CA 95051",2857 Ponderosa Way,Santa Clara,CA,95051,Apartment for rent,https://www.zillow.com/homedetails/2857-Ponderosa-Way-Santa-Clara-CA-95051/2086233499_zpid/,2250.0,1,1,560.0,6.0,4.017857142857143
"(Undisclosed Address), Sunnyvale, CA 94087",(undisclosed Address),Sunnyvale,CA,94087,House for rent,https://www.zillow.com/homedetails/Sunnyvale-CA-94087/2085154273_zpid/,5000.0,3,5,1750.0,82.0,2.857142857142857
"741 San Tomas St, Sunnyvale, CA 94085",741 San Tomas St,Sunnyvale,CA,94085,House for rent,https://www.zillow.com/homedetails/741-San-Tomas-St-Sunnyvale-CA-94085/19544400_zpid/,4500.0,6,3,1900.0,86.0,2.3684210526315788
"1291 Riesling Ter, Sunnyvale, CA 94087",1291 Riesling Ter,Sunnyvale,CA,94087,Townhouse for rent,https://www.zillow.com/homedetails/1291-Riesling-Ter-Sunnyvale-CA-94087/19540517_zpid/,3400.0,3,5,1276.0,86.0,2.664576802507837
